"GEO","TIME","INDIC_ED","UNIT","Value","Flag and Footnotes"
"Portugal","2003","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.97","d"
"Portugal","2003","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.57","d"
"Portugal","2004","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.10","d"
"Portugal","2004","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.61","d"
"Portugal","2004","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.12","d"
"Portugal","2004","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.80","d"
"Portugal","2004","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.57","d"
"Portugal","2005","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.21","d"
"Portugal","2005","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.60","d"
"Portugal","2005","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.13","d"
"Portugal","2005","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.95","d"
"Portugal","2005","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.55","d"
"Portugal","2006","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.07","d"
"Portugal","2006","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.53","d"
"Portugal","2006","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.05","d"
"Portugal","2006","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.97","d"
"Portugal","2006","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.53","d"
"Portugal","2007","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.10","d"
"Portugal","2007","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.42","d"
"Portugal","2007","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.02","d"
"Portugal","2007","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.16","d"
"Portugal","2007","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.50","d"
"Portugal","2008","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.89","d"
"Portugal","2008","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.41","d"
"Portugal","2008","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.06","d"
"Portugal","2008","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.95","d"
"Portugal","2008","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.48","d"
"Portugal","2009","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.79","d"
"Portugal","2009","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.56","d"
"Portugal","2009","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.60","d"
"Portugal","2009","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.07","d"
"Portugal","2009","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.55","d"
"Portugal","2010","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.62","d"
"Portugal","2010","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.52","d"
"Portugal","2010","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.48","d"
"Portugal","2010","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.13","d"
"Portugal","2010","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.50","d"
"Portugal","2011","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.27","d"
"Portugal","2011","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.46","d"
"Portugal","2011","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.30","d"
"Portugal","2011","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.04","d"
"Portugal","2011","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.47","d"
"Romania","2002","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","3.51",""
"Romania","2002","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.26","d"
"Romania","2002","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","0.76","d"
"Romania","2002","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.70",""
"Romania","2002","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.79",""
"Romania","2003","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","3.45",""
"Romania","2003","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.22","d"
"Romania","2003","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","0.71","d"
"Romania","2003","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.68","d"
"Romania","2003","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.83",""
"Romania","2004","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","3.28",""
"Romania","2004","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.20","d"
"Romania","2004","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","0.73","d"
"Romania","2004","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.70","d"
"Romania","2004","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.66",""
"Romania","2005","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","3.48",""
